53.580815,10.000094
53.852249,8.692340
53.862516,8.691525
53.6321265,10.0176823
53.551221,10.00082
53.602514,10.043827
53.587862,10.060333
53.5875,10.069167
53.599167,10.048889
53.598333,10.0375
53.49,10.209444
53.491944,10.228056
53.645,10.043889
53.532616,10.3072987
53.564783,10.060993
53.574167,9.973611
53.535002,9.878125
53.6325,10.018611
53.615749,9.973693
53.561667,10.061389
53.548889,10.056389
53.549444,10.034444
53.563611,10.019722
53.570694,10.037611
53.656667,10.021944
53.555278,9.987222
53.558079,9.97932
53.555262,9.975693
53.624444,10.076944
53.620833,10.034167
53.568167,9.984333
53.555694,10.024583
53.526842,10.019496
53.65225,10.1753515
53.58264,10.002796
53.579869,9.999018
53.58471,10.03365
53.587222,10.03365
53.597305,10.009206
535.972827,10.0150021
53.587222,10.027222
53.705833,10.041667
53.862222,8.691944
53.5475,9.969444
53.580812,10.002837
